,created_at,id_str,text,longitude,latitude
81,2019-09-26 18:17:38,1.1772861206038282e+18,"Water Show! 💧
•
This stunning fountain is right in the middle of the Royal Park.
•
Super SlowMo in action as you ca… https://t.co/xO64eHtQfT",4.362222,50.841667
83,2019-09-26 15:09:00,1.1772386479948022e+18,Many thanks to Royal Parks for the feature. Do have a look at their lovely gallery and give them a follow 🦉🌿… https://t.co/9eM83t9Krz,-0.28790017,51.444247100000005
85,2019-09-25 17:54:33,1.1769179205947023e+18,"The beach awaits us 😎😎
#iloveaca #mymoments #ilovemexico🇲🇽 #thisishome #parkroyalacapulco @ Park Royal Acapulco https://t.co/hMrJ8vbWah",-99.85863451,16.83288614
87,2019-09-24 22:42:05,1.1766278967792353e+18,"Fire (residential) [Scarborough]
James Park Sq
b/w Port Royal Trail / Port Royal Trail
Dispatched: 24/09/19 @ 18:35… https://t.co/QPFE1LXRJy",-79.2850928,43.817105700000006
89,2019-09-24 22:42:05,1.1766278959026217e+18,"Fire (residential) [Scarborough]
James Park Sq
b/w Port Royal Trail / Port Royal Trail
Dispatched: 24/09/19 @ 18:35… https://t.co/gAuLwWrkEe",-79.2850928,43.817105700000006
91,2019-09-24 20:53:38,1.1766006005801697e+18,Morning commute @ Royal National Park https://t.co/WU3NHdi03l,150.99422990000002,-34.13528
93,2019-09-24 19:35:03,1.1765808248981258e+18,Grillin and chillin @ Royal Athletic Park https://t.co/k013XDpMlr,-123.35456840000002,48.43105933
95,2019-09-24 14:59:48,1.1765115578716652e+18,What’s your favorite thing to do when traveling? Mine is finding a beautiful park in which I can read.… https://t.co/8Ax9CKVjx3,151.2168996,-33.86352353
97,2019-09-24 8:08:20,1.176408006906536e+18,Pizza Night At Poppa Pigs #spencer #kobi #kye #family #familyiseverything @ Royal Park https://t.co/sWFC7SjMZE,138.5041344,-34.87512041
99,2019-09-24 7:16:11,1.1763948840912077e+18,I'm My Happy Place #familytime #kyejohnpop #noplaceidratherbe @ Royal Park https://t.co/lvu9FWNcnv,138.5041344,-34.87512041
101,2019-09-23 23:37:35,1.176279475086078e+18,"It was wet, it was rainy, dark and cloudy but that run from Mile End through Mount Royal Park to the top was worth… https://t.co/qk0utf63QP",-73.57079,45.52362
103,2019-09-23 12:19:22,1.1761087955727852e+18,"View from the 70th.
#Sirius #photozhai @ Sky Lounge Royal Park Hotel https://t.co/vwZPRHEITv",139.6476511,35.4515659
105,2019-09-23 6:47:53,1.176025375576658e+18,Hangs with Spency #spencerbear  #familyiseverything #toystory. @ Royal Park https://t.co/nOumTVJOpS,138.5041344,-34.87512041
107,2019-09-23 3:43:24,1.1759789488380928e+18,"Paying a visit to Matty’s memorial tree &amp; Woronora Memorial Garden on his 12th Anniversary. Miss you mate, Mum &amp; Da… https://t.co/kZBOKd3qxN",151.05534,-34.073159999999994
109,2019-09-23 1:45:05,1.1759491729960018e+18,Just posted a photo @ Park Royal Towers https://t.co/bsdKnW5g0E,-123.142407,49.32732496
111,2019-09-23 1:38:04,1.1759474048283894e+18,The hand of time finally finds the focus on the Electric Unicorn of life @ Royal Athletic Park https://t.co/QJk3qb4kq6,-123.35456840000002,48.43105933
113,2019-09-23 1:11:02,1.1759406057106145e+18,"More pictures from today! With Kaitlyn &amp; Doug. ☺️ @ Port Royal State Park, Trail of Tears https://t.co/ks6g1QOH5G",-87.14116428,36.554419200000005
115,2019-09-23 1:03:59,1.1759388312306565e+18,Such a fun day today! 🤗First we went to the Port Royal State Park and walked on the Trail of Tears and ventured to… https://t.co/3L3OYjlTCy,-87.14116428,36.554419200000005
117,2019-09-22 21:25:27,1.1758838344638546e+18,#meatfestyyj @brewerythebeast #foodporn @ Royal Athletic Park https://t.co/hpxK2RDXv2,-123.35456840000002,48.43105933
119,2019-09-22 20:52:08,1.1758754506706985e+18,"Can you recommend anyone for this job? Part-time Associate Winners Park Royal,West vancouver -… https://t.co/g4TJTCheLE",-123.16678459999999,49.3348973
121,2019-09-22 17:32:44,1.1758252675558072e+18,Getting the Royal treatment at Camp Romper!! #campromper #gemmaniamh #gandt @stephrudnick @ Lefrak Center At Lakesi… https://t.co/o7eF7FDhF2,-73.96403482,40.65740253
123,2019-09-22 13:02:00,1.1757571345602232e+18,I was about to park at home and I meet this group of young boys bathi bacela ngiba adopt-e lol “sizoletha wonke ama… https://t.co/EqLtgTwzkI,27.9013896,-26.2584935
125,2019-09-22 11:34:47,1.1757351883804426e+18,Just posted a photo @ Royal National Park https://t.co/cKouAtJUDi,151.05534,-34.073159999999994
127,2019-09-22 11:28:43,1.175733661611823e+18,"Instaworthy rock😂 spent 3 hours return just to see this🤪 @ Wedding Cake Rock, Royal National Park https://t.co/TqefLrBXHX",151.14932,-34.08535
129,2019-09-22 3:57:10,1.1756200231483392e+18,Greenwich and Naval Royal Grounds en Greenwich Park https://t.co/WRNmldKQYv,-0.00270757,51.47924051
131,2019-09-21 23:45:04,1.1755565818046915e+18,Captured this royal beauty at the Fairy Houses Tour. #nature #monarchbutterfly #butterfly @ Prescott Park Gardens https://t.co/slQwSfi1Mq,-70.75146997,43.07592267
133,2019-09-21 22:03:39,1.1755310604631204e+18,Drinking a Yellow Kite by @BristolBrewing @ Royal Gorge Bridge &amp; Park — https://t.co/At8NGkNJxS,-105.31,38.4656
135,2019-09-21 22:01:20,1.1755304776098652e+18,"Nervous to apply for a job like ""CNA, NOC, Weekends, On Call"" at Royal Park Retirement Center? Apply even if you're… https://t.co/8rC5nn42g7",-117.4644801,47.787236799999995
137,2019-09-21 21:59:38,1.1755300477693379e+18,Drinking a Laughing Lab by @BristolBrewing @ Royal Gorge Bridge &amp; Park — https://t.co/NoFGMZkG58,-105.322,38.4633
139,2019-09-21 11:01:05,1.1753643206597386e+18,"Niece requirements of Mama Kie partner.
BAHAHAHAHA...

Almost similar with travel travel buddy NyapNyap @ Royal med… https://t.co/2W2nCsTuC4",106.7894616,-6.17608466
141,2019-09-21 6:35:34,1.1752974993445847e+18,Saturday Morning September Stableford#royal#sherdley#spgc#amgc#kvgc#hpgc @ Sherdley Park Golf Club https://t.co/YYJKaI7DdO,-2.73353577,53.436537300000005
143,2019-09-21 6:02:27,1.1752891667723264e+18,Just popping in for a quick pint.  Surprising what pulls up in the car park.  A real British classic. @ The Royal O… https://t.co/xMugV1d1U6,0.45165879999999997,45.4486682
145,2019-09-21 4:03:29,1.1752592247561708e+18,"I'm at Ibiti Royal Park in Sorocaba, SP https://t.co/cdXeGrmJIJ",-47.45733527,-23.44458645
147,2019-09-20 23:26:09,1.1751894337185833e+18,"Schedule a brow appointment at @BenefitCanada Brow Bar, located inside @Sephora #ShopParkRoyal
📷: @BenefitCanada @… https://t.co/9wRy3V7l4w",-123.13668500000001,49.32519753
149,2019-09-20 20:36:47,1.175146810052137e+18,Taking in the cityscape. #Montreal @ Park du Mont-Royal https://t.co/LSF83AtGVD,-73.5932345,45.5015977
151,2019-09-20 19:45:16,1.175133846158762e+18,"Don't submit then quit. Apply for jobs like ""RN/LPN, Floor Nurse Supervisor"" at Royal Park Retirement Center, then… https://t.co/viozbZca37",-117.4644801,47.787236799999995
153,2019-09-20 17:43:57,1.1751033172712858e+18,Serious wedding vibes here in Michigan... Congrats to Isaac and Caroline! #familyphotography #weddingphotography @… https://t.co/G1XkCKjv8l,-83.12876168,42.68139617
155,2019-09-20 17:36:30,1.1751014400728678e+18,Friday is got one kinda spirit. Where are you party tonight? Let me know #nigeriadj @ royal park hotel https://t.co/mRb9LZoAig,8.55596166,12.00920111
157,2019-09-20 13:09:05,1.1750341428552253e+18,Don't forget to book your place for our upcoming Friday Night Football Curry Night in the Motive Offshore Group Ltd… https://t.co/JwmrAz3ebs,-2.51868689,57.66330549
159,2019-09-20 9:46:43,1.1749832149279908e+18,Born again! Let’s just the Queen lives next door from this location! Slightly cryptic I know but means something to… https://t.co/QlyxoqqNCi,-0.14361111,51.50416667
161,2019-09-28 17:43:06,1.1780022051624264e+18,Goes to the zoo... dresses as a leopard... 🐆 @ ZSL London Zoo https://t.co/1lgU8AhMUZ,-0.1544,51.53555761
163,2019-09-28 17:41:05,1.1780016988093604e+18,Made a friend at the zoo 🦙 @ ZSL London Zoo https://t.co/VnszZZrq2w,-0.1544,51.53555761
165,2019-09-27 14:46:14,1.1775953073387356e+18,I stroked a penguin :) 🐧 @ ZSL London Zoo https://t.co/KoMugHQAMu,-0.1544,51.53555761
167,2019-09-27 11:23:15,1.1775442257784914e+18,Food @ ZSL London Zoo https://t.co/Nehq2lLFCJ,-0.1544,51.53555761
169,2019-09-27 9:44:31,1.177519377987453e+18,African hunting dog seeks yodel job @ ZSL London Zoo https://t.co/coIXvBcSrQ,-0.1544,51.53555761
171,2019-09-27 8:23:57,1.1774991019795333e+18,I am a zoo keeper for the day @ ZSL London Zoo https://t.co/IvHk9mQKNV,-0.1544,51.53555761
173,2019-09-24 11:01:04,1.1764514783675638e+18,Sisters always get the memo 💁🏽‍♀️💁🏽‍♀️ @ ZSL London Zoo https://t.co/WDlyrektEl,-0.1544,51.53555761
175,2019-09-23 17:18:00,1.17618394901982e+18,On safari today with the fabulous @matthaig1 mixing it up with the Lemurs @ ZSL London Zoo https://t.co/omB9Et3biO,-0.1544,51.53555761
177,2019-09-21 21:04:57,1.1755162854777733e+18,Second set of photos from London Zoo @ ZSL London Zoo https://t.co/dVmrL9XBCs,-0.1544,51.53555761
179,2019-09-21 21:03:39,1.1755159599410545e+18,Day trip to London Zoo with with niece's and nepthew :D @ ZSL London Zoo https://t.co/VFA75Pfr1l,-0.1544,51.53555761
181,2019-09-20 14:13:46,1.175050421477372e+18,Just posted a photo @ ZSL London Zoo https://t.co/wyl4Pwx6V2,-0.1544,51.53555761
183,2019-09-27 10:18:16,1.1775278695951073e+18,"#Repost @tasteoflondon 
・・・
Tickets now on sale! Book today for a FREE glass of Champagne while stocks last 🤗🥂--&gt; f… https://t.co/PFq5K69Es2",-0.06300700000000001,51.508746200000004
